,date,ticker,option_id,expiration,S0,div_yield,disc_rate,expiration_days,strike,implied_vol,delta,call/put,best_bid,best_offer,volume
777,2023-01-24,AAPL,141470445,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,180.0,0.245165,0.168726,C,2.16,2.46,83
778,2023-01-24,AAPL,141470446,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,185.0,0.242236,0.132577,C,1.59,1.81,290
779,2023-01-24,AAPL,141470447,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,190.0,0.239621,0.102502,C,1.13,1.34,13
795,2023-01-24,AAPL,141470448,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,195.0,0.23628,0.077053,C,0.75,0.99,3
794,2023-01-24,AAPL,141470449,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,200.0,0.237118,0.060232,C,0.6,0.71,24
793,2023-01-24,AAPL,141470450,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,205.0,0.239587,0.048089,C,0.4,0.62,0
792,2023-01-24,AAPL,141470451,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,210.0,0.237304,0.035288,C,0.23,0.48,10
791,2023-01-24,AAPL,141528516,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,220.0,0.241212,0.021855,C,0.1,0.32,0
790,2023-01-24,AAPL,141528517,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,230.0,0.254068,0.016861,C,0.14,0.19,0
789,2023-01-24,AAPL,142291791,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,240.0,0.265517,0.013105,C,0.03,0.23,0
788,2023-01-24,AAPL,142291792,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,250.0,0.281069,0.011618,C,0.02,0.22,0
787,2023-01-24,AAPL,144084639,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,260.0,0.28457,0.007954,C,0.03,0.13,0
786,2023-01-24,AAPL,144543837,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,270.0,0.308184,0.009108,C,0.01,0.19,0
785,2023-01-24,AAPL,144543838,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,280.0,0.317823,0.007653,C,0.01,0.16,0
783,2023-01-24,AAPL,144543840,2023-09-15,142.313,0.007554199115975584,0.04890909606180194,234,300.0,0.327871,0.004587,C,0.01,0.09,0
2307,2023-01-25,AAPL,151698039,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,65.0,0.479883,-0.010877,P,0.13,0.33,1
2306,2023-01-25,AAPL,142859004,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,70.0,0.463534,-0.015323,P,0.26,0.39,6
2305,2023-01-25,AAPL,141470480,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,75.0,0.447022,-0.020967,P,0.37,0.52,11
2304,2023-01-25,AAPL,141470481,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,80.0,0.429208,-0.027733,P,0.5,0.67,4
2303,2023-01-25,AAPL,141470482,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,85.0,0.4137,-0.036704,P,0.67,0.88,1
2302,2023-01-25,AAPL,141470483,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,90.0,0.393767,-0.046274,P,0.89,1.03,14
2370,2023-01-25,AAPL,141470484,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,95.0,0.384921,-0.062173,P,1.23,1.42,3
2326,2023-01-25,AAPL,141470457,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,100.0,0.371466,-0.079643,P,1.59,1.83,47
2343,2023-01-25,AAPL,141470458,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,105.0,0.359801,-0.101578,P,2.1,2.33,347
2342,2023-01-25,AAPL,141470459,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,110.0,0.348532,-0.127992,P,2.72,2.96,232
2341,2023-01-25,AAPL,141470460,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,115.0,0.337369,-0.1593,P,3.5,3.7,224
2340,2023-01-25,AAPL,141470461,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,120.0,0.328183,-0.196847,P,4.45,4.7,234
2339,2023-01-25,AAPL,141470462,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,125.0,0.318543,-0.23972,P,5.6,5.85,103
2338,2023-01-25,AAPL,141470463,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,130.0,0.308594,-0.288324,P,6.95,7.2,192
2337,2023-01-25,AAPL,141470464,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,135.0,0.299619,-0.343019,P,8.55,8.85,131
2336,2023-01-25,AAPL,141470465,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,140.0,0.291993,-0.403365,P,10.5,10.8,227
2002,2023-01-25,AAPL,141470438,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,145.0,0.282686,0.549904,C,12.85,13.1,170
1991,2023-01-25,AAPL,141470439,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,150.0,0.27487,0.487793,C,10.4,10.65,60
1990,2023-01-25,AAPL,141470440,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,155.0,0.269586,0.425897,C,8.35,8.6,15
1989,2023-01-25,AAPL,141470441,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,160.0,0.261854,0.363327,C,6.45,6.75,283
1988,2023-01-25,AAPL,141470442,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,165.0,0.255806,0.304109,C,4.95,5.2,121
1987,2023-01-25,AAPL,141470443,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,170.0,0.250884,0.249795,C,3.7,4.0,429
1986,2023-01-25,AAPL,141470444,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,175.0,0.245942,0.200507,C,2.71,3.0,155
1985,2023-01-25,AAPL,141470445,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,180.0,0.243509,0.159962,C,1.98,2.29,78
1992,2023-01-25,AAPL,141470446,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,185.0,0.241687,0.126038,C,1.45,1.72,1
1984,2023-01-25,AAPL,141470447,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,190.0,0.238816,0.096628,C,1.06,1.22,209
1982,2023-01-25,AAPL,141470448,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,195.0,0.236606,0.073213,C,0.72,0.91,1
1981,2023-01-25,AAPL,141470449,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,200.0,0.235739,0.055612,C,0.52,0.66,82
1980,2023-01-25,AAPL,141470450,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,205.0,0.23655,0.042969,C,0.37,0.51,25
1979,2023-01-25,AAPL,141470451,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,210.0,0.238263,0.033617,C,0.25,0.42,13
1978,2023-01-25,AAPL,141528516,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,220.0,0.241683,0.020545,C,0.13,0.26,1
1977,2023-01-25,AAPL,141528517,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,230.0,0.251484,0.014759,C,0.1,0.18,3
1976,2023-01-25,AAPL,142291791,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,240.0,0.262914,0.011431,C,0.09,0.13,4
1983,2023-01-25,AAPL,142291792,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,250.0,0.268699,0.007924,C,0.02,0.13,1
1993,2023-01-25,AAPL,144084639,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,260.0,0.27847,0.006271,C,0.01,0.11,30
1994,2023-01-25,AAPL,144543837,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,270.0,0.307382,0.008344,C,0.01,0.17,0
1995,2023-01-25,AAPL,144543838,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,280.0,0.292646,0.003666,C,0.02,0.05,0
2000,2023-01-25,AAPL,144543839,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,290.0,0.301902,0.003096,C,0.01,0.05,0
1999,2023-01-25,AAPL,144543840,2023-09-15,141.644,0.007589877343860143,0.04888699767775583,233,300.0,0.323525,0.003802,C,0.03,0.05,57
1895,2023-01-26,AAPL,151698039,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,65.0,0.489397,-0.01075,P,0.17,0.3,1
1894,2023-01-26,AAPL,142859004,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,70.0,0.468291,-0.014388,P,0.25,0.37,38
1893,2023-01-26,AAPL,141470480,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,75.0,0.446415,-0.018701,P,0.34,0.45,5
1892,2023-01-26,AAPL,141470481,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,80.0,0.430165,-0.025118,P,0.47,0.59,1
1891,2023-01-26,AAPL,141470482,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,85.0,0.413166,-0.032888,P,0.63,0.75,6
1890,2023-01-26,AAPL,141470483,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,90.0,0.396744,-0.042605,P,0.83,0.95,6
1912,2023-01-26,AAPL,141470484,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,95.0,0.382179,-0.055168,P,1.09,1.22,42
1907,2023-01-26,AAPL,141470457,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,100.0,0.368988,-0.071109,P,1.43,1.57,128
1906,2023-01-26,AAPL,141470458,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,105.0,0.356481,-0.090777,P,1.86,2.01,74
1885,2023-01-26,AAPL,141470459,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,110.0,0.346196,-0.115598,P,2.46,2.57,230
1884,2023-01-26,AAPL,141470460,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,115.0,0.335939,-0.145129,P,3.15,3.3,162
1883,2023-01-26,AAPL,141470461,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,120.0,0.325372,-0.17961,P,4.0,4.15,170
1882,2023-01-26,AAPL,141470462,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,125.0,0.313518,-0.218999,P,4.95,5.15,120
1881,2023-01-26,AAPL,141470463,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,130.0,0.304053,-0.26565,P,6.15,6.45,160
1880,2023-01-26,AAPL,141470464,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,135.0,0.295768,-0.318642,P,7.7,7.95,116
1879,2023-01-26,AAPL,141470465,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,140.0,0.28722,-0.377297,P,9.5,9.7,362
1597,2023-01-26,AAPL,141470439,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,150.0,0.270557,0.512962,C,11.25,11.45,901
1596,2023-01-26,AAPL,141470440,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,155.0,0.262022,0.448572,C,8.9,9.15,317
1595,2023-01-26,AAPL,141470441,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,160.0,0.255861,0.385057,C,6.9,7.3,188
1594,2023-01-26,AAPL,141470442,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,165.0,0.248188,0.321953,C,5.25,5.55,344
1593,2023-01-26,AAPL,141470443,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,170.0,0.242902,0.264287,C,3.95,4.2,1604
1592,2023-01-26,AAPL,141470444,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,175.0,0.238557,0.212679,C,2.91,3.15,150
1591,2023-01-26,AAPL,141470445,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,180.0,0.233301,0.165926,C,2.1,2.25,209
1590,2023-01-26,AAPL,141470446,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,185.0,0.23181,0.130095,C,1.52,1.69,49
1589,2023-01-26,AAPL,141470447,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,190.0,0.229431,0.099365,C,1.08,1.22,12
1588,2023-01-26,AAPL,141470448,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,195.0,0.228946,0.076285,C,0.77,0.91,89
1587,2023-01-26,AAPL,141470449,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,200.0,0.229016,0.058361,C,0.56,0.67,130
1604,2023-01-26,AAPL,141470450,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,205.0,0.230267,0.045161,C,0.4,0.52,3
1605,2023-01-26,AAPL,141470451,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,210.0,0.231645,0.03492,C,0.29,0.4,2
1617,2023-01-26,AAPL,141528516,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,220.0,0.237118,0.022053,C,0.15,0.27,3
1606,2023-01-26,AAPL,141528517,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,230.0,0.244764,0.01493,C,0.08,0.2,4
1616,2023-01-26,AAPL,142291791,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,240.0,0.253488,0.010693,C,0.04,0.16,0
1615,2023-01-26,AAPL,142291792,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,250.0,0.264518,0.008419,C,0.02,0.14,22
1611,2023-01-26,AAPL,144543839,2023-09-15,143.741,0.007479160878021672,0.04885823143866616,232,290.0,0.311559,0.004765,C,0.01,0.09,0
1146,2023-01-27,AAPL,151698039,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,65.0,0.493708,-0.010146,P,0.14,0.31,7
1145,2023-01-27,AAPL,142859004,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,70.0,0.475975,-0.014014,P,0.25,0.37,5
1163,2023-01-27,AAPL,141470480,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,75.0,0.452357,-0.017866,P,0.3,0.47,18
1164,2023-01-27,AAPL,141470481,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,80.0,0.433759,-0.023444,P,0.42,0.58,5
1165,2023-01-27,AAPL,141470482,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,85.0,0.416736,-0.030664,P,0.57,0.73,3
1166,2023-01-27,AAPL,141470483,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,90.0,0.400617,-0.039781,P,0.76,0.92,5
1168,2023-01-27,AAPL,141470484,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,95.0,0.384489,-0.050914,P,1.0,1.14,47
1139,2023-01-27,AAPL,141470457,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,100.0,0.371663,-0.065824,P,1.3,1.49,220
1138,2023-01-27,AAPL,141470458,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,105.0,0.358931,-0.083992,P,1.69,1.9,9
1137,2023-01-27,AAPL,141470459,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,110.0,0.347712,-0.106649,P,2.2,2.43,24
1136,2023-01-27,AAPL,141470460,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,115.0,0.334542,-0.132612,P,2.8,3.0,20
1135,2023-01-27,AAPL,141470461,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,120.0,0.323911,-0.164882,P,3.55,3.8,105
1134,2023-01-27,AAPL,141470462,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,125.0,0.316852,-0.204449,P,4.5,4.95,84
1133,2023-01-27,AAPL,141470463,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,130.0,0.306802,-0.248125,P,5.8,5.95,120
1132,2023-01-27,AAPL,141470464,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,135.0,0.299598,-0.298826,P,7.25,7.45,463
1131,2023-01-27,AAPL,141470465,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,140.0,0.292279,-0.354815,P,8.8,9.35,417
1130,2023-01-27,AAPL,141470466,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,145.0,0.281501,-0.416027,P,10.65,11.2,583
1191,2023-01-27,AAPL,141470439,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,150.0,0.275956,0.538551,C,12.4,12.8,291
1192,2023-01-27,AAPL,141470440,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,155.0,0.269041,0.476688,C,10.0,10.45,59
1209,2023-01-27,AAPL,141470441,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,160.0,0.261316,0.413602,C,7.95,8.25,212
1208,2023-01-27,AAPL,141470442,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,165.0,0.255033,0.352095,C,6.05,6.6,298
1207,2023-01-27,AAPL,141470443,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,170.0,0.249342,0.293645,C,4.7,5.0,350
1206,2023-01-27,AAPL,141470444,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,175.0,0.244194,0.239737,C,3.5,3.8,1721
1205,2023-01-27,AAPL,141470445,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,180.0,0.239967,0.192096,C,2.57,2.85,353
1204,2023-01-27,AAPL,141470446,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,185.0,0.238229,0.15333,C,1.91,2.16,635
1203,2023-01-27,AAPL,141470447,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,190.0,0.234465,0.11811,C,1.38,1.54,53
1202,2023-01-27,AAPL,141470448,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,195.0,0.233695,0.091997,C,0.99,1.17,793
1210,2023-01-27,AAPL,141470449,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,200.0,0.231275,0.069172,C,0.69,0.84,341
1201,2023-01-27,AAPL,141470450,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,205.0,0.232306,0.053892,C,0.49,0.66,5
1200,2023-01-27,AAPL,141470451,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,210.0,0.230238,0.039565,C,0.35,0.45,89
1199,2023-01-27,AAPL,141528516,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,220.0,0.23514,0.024757,C,0.16,0.32,1
1198,2023-01-27,AAPL,141528517,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,230.0,0.241844,0.016358,C,0.08,0.23,3
1197,2023-01-27,AAPL,142291791,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,240.0,0.250524,0.011652,C,0.03,0.19,0
1196,2023-01-27,AAPL,142291792,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,250.0,0.262417,0.009337,C,0.02,0.16,8
1174,2023-01-27,AAPL,144543840,2023-09-15,145.708,0.007378195025011991,0.04880926815218349,231,300.0,0.299609,0.002576,C,0.02,0.03,97
1366,2023-01-30,AAPL,151698039,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,65.0,0.491645,-0.011066,P,0.2,0.28,1
1365,2023-01-30,AAPL,142859004,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,70.0,0.475633,-0.015598,P,0.26,0.42,17
1364,2023-01-30,AAPL,141470480,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,75.0,0.456574,-0.020808,P,0.37,0.53,1
1363,2023-01-30,AAPL,141470481,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,80.0,0.437849,-0.027291,P,0.5,0.67,55
1362,2023-01-30,AAPL,141470482,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,85.0,0.420691,-0.035632,P,0.67,0.85,6
1473,2023-01-30,AAPL,141470483,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,90.0,0.401014,-0.045014,P,0.89,1.0,2
1472,2023-01-30,AAPL,141470484,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,95.0,0.388552,-0.059065,P,1.17,1.34,323
1332,2023-01-30,AAPL,141470457,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,100.0,0.37365,-0.075188,P,1.55,1.65,109
1331,2023-01-30,AAPL,141470458,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,105.0,0.362794,-0.096619,P,2.01,2.18,13
1338,2023-01-30,AAPL,141470459,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,110.0,0.352726,-0.12267,P,2.61,2.83,12
1339,2023-01-30,AAPL,141470460,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,115.0,0.342389,-0.153337,P,3.35,3.6,28
1340,2023-01-30,AAPL,141470461,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,120.0,0.334197,-0.190179,P,4.3,4.6,45
1341,2023-01-30,AAPL,141470462,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,125.0,0.322566,-0.230747,P,5.4,5.6,7
1357,2023-01-30,AAPL,141470463,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,130.0,0.313773,-0.278413,P,6.7,7.0,1377
1356,2023-01-30,AAPL,141470464,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,135.0,0.304127,-0.331353,P,8.35,8.45,17
1355,2023-01-30,AAPL,141470465,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,140.0,0.296091,-0.390086,P,10.15,10.4,14
950,2023-01-30,AAPL,141470439,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,150.0,0.280214,0.501629,C,11.05,11.25,301
871,2023-01-30,AAPL,141470440,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,155.0,0.272436,0.439066,C,8.85,9.0,60
870,2023-01-30,AAPL,141470441,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,160.0,0.266169,0.377468,C,7.0,7.1,45
869,2023-01-30,AAPL,141470442,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,165.0,0.260476,0.318348,C,5.4,5.55,10
846,2023-01-30,AAPL,141470443,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,170.0,0.255186,0.263091,C,4.1,4.25,144
823,2023-01-30,AAPL,141470444,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,175.0,0.250302,0.21295,C,3.0,3.25,51
822,2023-01-30,AAPL,141470445,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,180.0,0.246627,0.169749,C,2.22,2.42,33
821,2023-01-30,AAPL,141470446,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,185.0,0.245525,0.135361,C,1.64,1.86,45
820,2023-01-30,AAPL,141470447,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,190.0,0.24171,0.103605,C,1.14,1.36,7
819,2023-01-30,AAPL,141470448,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,195.0,0.242785,0.082257,C,0.88,1.03,12
818,2023-01-30,AAPL,141470449,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,200.0,0.242635,0.063869,C,0.63,0.79,23
817,2023-01-30,AAPL,141470450,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,205.0,0.243408,0.049875,C,0.45,0.62,11
824,2023-01-30,AAPL,141470451,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,210.0,0.242865,0.037903,C,0.33,0.45,195
816,2023-01-30,AAPL,141528516,2023-09-15,142.783,0.007529370629370629,0.04870188317397213,228,220.0,0.248692,0.024636,C,0.17,0.32,2
